ID,YEAR_INSTALLED,FAILURE_STATE,Altitude (m),HQ_ADDRESS_ZIP,PIPE - 1 DIA,PIPE - 2 DIA,Service Time(Years),FITTING_MATERIAL_TEXT,PIPE - 1 MATERIAL,PIPE - 2 MATERIAL,MF_INVOLVED_TEXT,MF_TYPE_TEXT,LEAK_LOCATION_A_TEXT,LEAK_LOCATION_B_TEXT,LEAK_LOCATION_C_TEXT,MANUFACTURE,CAUSE OF LEAK,LEAK_OCCURRED_TEXT
25468,2013,NY,"21 
",10003,8,4,2,STEEL,PLASTIC,STEEL,STAB,COUPLING,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,OTHER,EQUIPMENT,LEAKED THROUGH BODY
24474,2013,GA,"285 
",30309,8,4,2,PLASTIC,PLASTIC,PLASTIC,BOLTED,SERVICE OR MAIN TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",EQUIPMENT,LEAKED THROUGH SEAL
2974,2015,KY,"142 
",40202,8,4,2,COMBINATION PLASTIC AND STEEL,PLASTIC,STEEL,STAB,RISER,BELOWGROUND,OUTSIDE,METER SET,AMERICAN (AMERICAN METER; ELSTER AMERICAN METER),MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
16515,2014,VA,"25 
",20080,8,4,2,BRASS,COPPER,COPPER,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
15384,2014,NC,"217 
",28056,8,4,2,PLASTIC,PLASTIC,PLASTIC,STAB,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,CONTINENTAL (CONTINENTAL INDUSTRIES),INCORRECT OPERATION,LEAKED THROUGH BODY
10531,2014,MD,"38 
",21201,8,4,2,STEEL,PLASTIC,STEEL,NUT FOLLOWER,ADAPTER,BELOWGROUND,INSIDE,SERVICE-TO-SERVICE,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",INCORRECT OPERATION,PULLED OUT
56787,2009,GA,"321 
",30303,8,4,2,PLASTIC,PLASTIC,PLASTIC,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNAVAILABLE,EQUIPMENT,LEAKED THROUGH SEAL
57625,2009,NY,"21 
",10003,8,4,2,COMBINATION PLASTIC AND STEEL,PLASTIC,CAST/WROUGHT IRON,BOLTED,COUPLING,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,DRESSER,EQUIPMENT,LEAKED THROUGH SEAL
39630,2012,PA,"16 
",19122,8,4,2,STEEL,STEEL,STEEL,BOLTED,SLEEVE,BELOWGROUND,OUTSIDE,MAIN-TO-MAIN,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",NATURAL FORCES,LEAKED THROUGH SEAL
15639,2014,NJ,"26 
",8037,8,4,2,PLASTIC,PLASTIC,PLASTIC,OTHER COMPRESSION TYPE FITTING,RISER,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,METFIT,MATERIAL OR WELDS/FUSIONS,PULLED OUT
24191,2014,KS,"325 
",66213,8,4,2,STEEL,STEEL,PLASTIC,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",NATURAL FORCES,LEAKED THROUGH SEAL
11328,2014,NY,"21 
",10003,8,4,2,STEEL,STEEL,PLASTIC,BOLTED,COUPLING,BELOWGROUND,OUTSIDE,MAIN-TO-MAIN,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",EQUIPMENT,LEAKED THROUGH BODY
30976,2013,PA,"124 
",19612,8,4,2,PLASTIC,PLASTIC,PLASTIC,STAB,VALVE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,PERFECTION,INCORRECT OPERATION,LEAKED THROUGH SEAL
43989,2011,OH,"175 
",45202,8,4,2,PLASTIC,PLASTIC,STEEL,BOLTED,COUPLING,BELOWGROUND,OUTSIDE,MAIN-TO-MAIN,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
24582,2013,MA,"90 
",1581,8,4,2,PLASTIC,PLASTIC,PLASTIC,OTHER COMPRESSION TYPE FITTING,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,OTHER,LEAKED THROUGH SEAL
30900,2013,PA,"124 
",19612,8,4,2,PLASTIC,PLASTIC,PLASTIC,STAB,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,PERFECTION,NATURAL FORCES,LEAKED THROUGH SEAL
3122,2015,TN,"99 
",38101,8,4,2,PLASTIC,PLASTIC,PLASTIC,NUT FOLLOWER,ADAPTER,ABOVEGROUND,OUTSIDE,SERVICE-TO-SERVICE,CONTINENTAL (CONTINENTAL INDUSTRIES),EQUIPMENT,LEAKED THROUGH SEAL
35202,2012,MD,"38 
",21201,8,4,2,STEEL,STEEL,PLASTIC,NUT FOLLOWER,ADAPTER,ABOVEGROUND,INSIDE,SERVICE-TO-SERVICE,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",MATERIAL OR WELDS/FUSIONS,PULLED OUT
38417,2012,NJ,"12 
",7719,8,4,2,PLASTIC,PLASTIC,PLASTIC,STAB,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,PERFECTION,INCORRECT OPERATION,LEAKED THROUGH SEAL
55054,2010,NC,"217 
",28056,8,4,2,PLASTIC,PLASTIC,PLASTIC,STAB,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,CONTINENTAL (CONTINENTAL INDUSTRIES),MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
24681,2013,OH,"175 
",45202,8,4,2,STEEL,STEEL,PLASTIC,NUT FOLLOWER,ADAPTER,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",EQUIPMENT,LEAKED THROUGH SEAL
14127,2014,CA,"128 
",94583,8,4,2,PLASTIC,PLASTIC,STEEL,OTHER COMPRESSION TYPE FITTING,RISER,ABOVEGROUND,OUTSIDE,SERVICE-TO-SERVICE,CONTINENTAL (CONTINENTAL INDUSTRIES),INCORRECT OPERATION,LEAKED THROUGH SEAL
47614,2011,CA,"5 
",94107,8,4,2,PLASTIC,PLASTIC,PLASTIC,STAB,SERVICE OR MAIN TEE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,INCORRECT OPERATION,LEAKED THROUGH SEAL
27156,2013,KY,"142 
",40202,8,4,2,COMBINATION PLASTIC AND STEEL,PLASTIC,STEEL,STAB,RISER,ABOVEGROUND,OUTSIDE,METER SET,PERFECTION,MATERIAL OR WELDS/FUSIONS,PULLED OUT
42494,2012,DC,"25 
",20080,8,4,2,PLASTIC,PLASTIC,PLASTIC,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
50852,2010,MA,"60 
",2451,8,4,2,STEEL,CAST/WROUGHT IRON,STEEL,BOLTED,COUPLING,BELOWGROUND,OUTSIDE,MAIN-TO-MAIN,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",INCORRECT OPERATION,LEAKED THROUGH SEAL
49742,2011,PA,"244 
",18840,8,4,2,COMBINATION PLASTIC AND STEEL,PLASTIC,PLASTIC,STAB,RISER,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,PERFECTION,MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
27111,2013,KY,"142 
",40202,8,4,2,PLASTIC,PLASTIC,PLASTIC,NUT FOLLOWER,RISER,ABOVEGROUND,OUTSIDE,METER SET,UNKNOWN,MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
56753,2009,GA,"321 
",30303,8,4,2,PLASTIC,PLASTIC,PLASTIC,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNAVAILABLE,EQUIPMENT,LEAKED THROUGH SEAL
10652,2014,NY,"55 
",12601,8,4,2,COMBINATION PLASTIC AND STEEL,PLASTIC,PLASTIC,STAB,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,PERFECTION,OTHER,LEAKED THROUGH SEAL
27141,2013,KY,"142 
",40202,8,4,2,COMBINATION PLASTIC AND STEEL,PLASTIC,PLASTIC,STAB,RISER,ABOVEGROUND,OUTSIDE,METER SET,UNKNOWN,NATURAL FORCES,LEAKED THROUGH SEAL
8003,2015,VA,"25 
",20080,8,4,2,STEEL,COPPER,STEEL,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
3329,2015,TN,"99 
",38101,8,4,2,PLASTIC,PLASTIC,STEEL,STAB,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
11148,2014,NY,"21 
",10003,8,4,2,PLASTIC,PLASTIC,PLASTIC,STAB,VALVE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,PERFECTION,EQUIPMENT,LEAKED THROUGH SEAL
57458,2009,NY,"21 
",10003,8,4,2,STEEL,CAST/WROUGHT IRON,CAST/WROUGHT IRON,OTHER COMPRESSION TYPE FITTING,OTHER,BELOWGROUND,OUTSIDE,MAIN-TO-MAIN,UNAVAILABLE,EQUIPMENT,LEAKED THROUGH BODY
29883,2013,NC,"217 
",28056,8,4,2,PLASTIC,PLASTIC,PLASTIC,STAB,RISER,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,PERFECTION,MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
15674,2014,NJ,"26 
",8037,8,4,2,PLASTIC,PLASTIC,PLASTIC,OTHER COMPRESSION TYPE FITTING,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,METFIT,CORROSION,LEAKED THROUGH SEAL
57803,2009,MI,"302 
",49201,8,4,2,PLASTIC,PLASTIC,PLASTIC,STAB,COUPLING,ABOVEGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
2985,2015,KY,"142 
",40202,8,4,2,COMBINATION PLASTIC AND STEEL,PLASTIC,PLASTIC,STAB,RISER,BELOWGROUND,OUTSIDE,METER SET,AMERICAN (AMERICAN METER; ELSTER AMERICAN METER),MATERIAL OR WELDS/FUSIONS,PULLED OUT
25367,2012,NY,"21 
",10003,8,3,3,PLASTIC,CAST/WROUGHT IRON,PLASTIC,BOLTED,COUPLING,BELOWGROUND,OUTSIDE,MAIN-TO-MAIN,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",CORROSION,LEAKED THROUGH SEAL
16887,2013,VA,"25 
",20080,8,4,3,BRASS,COPPER,PLASTIC,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
28851,2012,IL,"192 
",60601,8,3,3,PLASTIC,PLASTIC,PLASTIC,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",INCORRECT OPERATION,LEAKED THROUGH BODY
56971,2008,NY,"35 
",11201,8,3,3,STEEL,CAST/WROUGHT IRON,PLASTIC,BOLTED,COUPLING,BELOWGROUND,OUTSIDE,MAIN-TO-MAIN,SMITH BLAIR,NATURAL FORCES,LEAKED THROUGH SEAL
37513,2011,KY,"142 
",40202,8,3,3,COMBINATION PLASTIC AND STEEL,PLASTIC,STEEL,STAB,RISER,ABOVEGROUND,OUTSIDE,METER SET,UNKNOWN,MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH BODY
2097,2014,NJ,"45 
",7083,8,3,3,PLASTIC,PLASTIC,PLASTIC,STAB,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,OTHER,EXCAVATION DAMAGE,PULLED OUT
15616,2013,SC,"62 
",29033,8,4,3,PLASTIC,PLASTIC,PLASTIC,STAB,RISER,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,PERFECTION,INCORRECT OPERATION,LEAKED THROUGH SEAL
48009,2010,IL,"192 
",60601,8,3,3,STEEL,PLASTIC,STEEL,NUT FOLLOWER,ADAPTER,ABOVEGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,CORROSION,LEAKED THROUGH SEAL
52044,2009,MI,"302 
",49201,8,4,3,PLASTIC,PLASTIC,PLASTIC,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
29458,2012,PA,"16 
",19122,8,3,3,PLASTIC,PLASTIC,PLASTIC,STAB,TAPPING TEE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,NATURAL FORCES,LEAKED THROUGH BODY
32080,2012,VA,"25 
",20080,8,3,3,COMBINATION PLASTIC AND STEEL,PLASTIC,STEEL,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
49171,2010,CT,"63 
",6477,8,3,3,PLASTIC,PLASTIC,PLASTIC,STAB,RISER,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,INCORRECT OPERATION,LEAKED THROUGH SEAL
4981,2014,CA,"128 
",94583,8,4,3,STEEL,STEEL,PLASTIC,OTHER COMPRESSION TYPE FITTING,ADAPTER,ABOVEGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,OTHER,LEAKED THROUGH SEAL
27502,2012,AL,"58 
",36652,8,4,3,COMBINATION PLASTIC AND STEEL,PLASTIC,PLASTIC,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,NATURAL FORCES,PULLED OUT
60078,2008,IL,"192 
",60601,8,3,3,STEEL,PLASTIC,STEEL,OTHER COMPRESSION TYPE FITTING,ADAPTER,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNAVAILABLE,OTHER,PULLED OUT
59530,2008,IL,"259 
",60507,8,3,3,STEEL,STEEL,PLASTIC,OTHER COMPRESSION TYPE FITTING,ADAPTER,ABOVEGROUND,OUTSIDE,METER SET,UNAVAILABLE,EQUIPMENT,LEAKED THROUGH SEAL
11371,2013,NY,"21 
",10003,8,3,3,STEEL,CAST/WROUGHT IRON,STEEL,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,MAIN-TO-MAIN,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",EQUIPMENT,LEAKED THROUGH SEAL
2975,2014,KY,"142 
",40202,8,4,3,COMBINATION PLASTIC AND STEEL,PLASTIC,STEEL,STAB,RISER,ABOVEGROUND,OUTSIDE,METER SET,AMERICAN (AMERICAN METER; ELSTER AMERICAN METER),MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
1161,2014,NY,"21 
",10003,8,3,3,STEEL,CAST/WROUGHT IRON,PLASTIC,BOLTED,COUPLING,BELOWGROUND,OUTSIDE,MAIN-TO-MAIN,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",EQUIPMENT,LEAKED THROUGH SEAL
12927,2013,KY,"142 
",40202,8,3,3,COMBINATION PLASTIC AND STEEL,PLASTIC,STEEL,OTHER COMPRESSION TYPE FITTING,RISER,ABOVEGROUND,OUTSIDE,METER SET,PERFECTION ,NATURAL FORCES,LEAKED THROUGH SEAL
55641,2009,AZ,"748 
",89150,8,3,3,PLASTIC,PLASTIC,PLASTIC,BOLTED,TAPPING TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,RW LYALL,EXCAVATION DAMAGE,LEAKED THROUGH SEAL
3722,2014,NJ,"12 
",7719,8,4,3,PLASTIC,PLASTIC,PLASTIC,STAB,OTHER,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,PERFECTION,MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
24132,2013,MO,"160 
",63101,8,4,3,BRASS,PLASTIC,PLASTIC,OTHER COMPRESSION TYPE FITTING,RISER,ABOVEGROUND,OUTSIDE,METER SET,UNKNOWN,OTHER OUTSIDE FORCE DAMAGE,PULLED OUT
35334,2011,TN,"285 
",30309,8,4,3,PLASTIC,PLASTIC,PLASTIC,STAB,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,PERFECTION ,EQUIPMENT,LEAKED THROUGH SEAL
55420,2009,SC,"62 
",29033,8,3,3,PLASTIC,PLASTIC,PLASTIC,OTHER COMPRESSION TYPE FITTING,TAPPING TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,PERFECTION,INCORRECT OPERATION,LEAKED THROUGH SEAL
35248,2011,MA,"90 
",1581,8,3,3,PLASTIC,PLASTIC,PLASTIC,STAB,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,PERFECTION,NATURAL FORCES,LEAKED THROUGH SEAL
46079,2010,KY,"142 
",40202,8,3,3,COMBINATION PLASTIC AND STEEL,PLASTIC,STEEL,NUT FOLLOWER,RISER,ABOVEGROUND,OUTSIDE,METER SET,NORMAC (NORTON MCMURRAY),INCORRECT OPERATION,LEAKED THROUGH SEAL
56910,2008,MA,"90 
",1581,8,3,3,PLASTIC,PLASTIC,PLASTIC,STAB,VALVE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,ELSTER PERFECTION,OTHER,LEAKED THROUGH SEAL
3639,2014,NY,"188 
",14221,8,4,3,PLASTIC,PLASTIC,PLASTIC,OTHER COMPRESSION TYPE FITTING,RISER,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,PERFECTION ,EQUIPMENT,LEAKED THROUGH SEAL
62090,2008,IL,"147 
",61602,8,3,3,STEEL,PLASTIC,STEEL,NUT FOLLOWER,ADAPTER,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,EQUIPMENT,PULLED OUT
2994,2014,KY,"142 
",40202,8,4,3,COMBINATION PLASTIC AND STEEL,PLASTIC,PLASTIC,STAB,RISER,ABOVEGROUND,OUTSIDE,METER SET,PERFECTION ,INCORRECT OPERATION,LEAKED THROUGH SEAL
15228,2013,MI,"247 
",49765,8,4,3,COMBINATION PLASTIC AND STEEL,PLASTIC,PLASTIC,STAB,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,PERFECTION,OTHER,LEAKED THROUGH SEAL
14592,2013,PA,"124 
",19612,8,3,3,PLASTIC,PLASTIC,PLASTIC,OTHER COMPRESSION TYPE FITTING,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,INCORRECT OPERATION,LEAKED THROUGH SEAL
49064,2010,SC,"62 
",29033,8,3,3,PLASTIC,STEEL,STEEL,NUT FOLLOWER,TAPPING TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH BODY
13304,2013,PA,"188 
",14221,8,4,3,PLASTIC,PLASTIC,PLASTIC,STAB,SERVICE OR MAIN TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,PERFECTION ,EQUIPMENT,LEAKED THROUGH SEAL
43778,2010,GA,"285 
",30309,8,3,3,PLASTIC,PLASTIC,PLASTIC,BOLTED,TAPPING TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,UNKNOWN,MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
2967,2014,KY,"142 
",40202,8,4,3,COMBINATION PLASTIC AND STEEL,PLASTIC,STEEL,STAB,RISER,BELOWGROUND,OUTSIDE,METER SET,UNKNOWN,MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
48327,2010,PA,"16 
",19122,8,3,3,STEEL,STEEL,STEEL,NUT FOLLOWER,VALVE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",EQUIPMENT,LEAKED THROUGH SEAL
55936,2009,PA,"124 
",19612,8,4,3,STEEL,PLASTIC,PLASTIC,STAB,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,PERFECTION,INCORRECT OPERATION,LEAKED THROUGH SEAL
2636,2014,TN,"104 
",38301,8,4,3,PLASTIC,PLASTIC,PLASTIC,OTHER COMPRESSION TYPE FITTING,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH BODY
54236,2009,CA,"5 
",94107,8,4,3,PLASTIC,PLASTIC,PLASTIC,STAB,VALVE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,PERFECTION ,INCORRECT OPERATION,LEAKED THROUGH SEAL
25191,2011,NY,"21 
",10003,8,3,4,COMBINATION PLASTIC AND STEEL,PLASTIC,PLASTIC,STAB,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,METFIT,INCORRECT OPERATION,PULLED OUT
26955,2011,MO,"160 
",63101,8,3,4,PLASTIC,PLASTIC,PLASTIC,OTHER COMPRESSION TYPE FITTING,VALVE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,OTHER,EQUIPMENT,LEAKED THROUGH BODY
45389,2009,FL,"44 
",32514,8,3,4,COMBINATION PLASTIC AND STEEL,PLASTIC,PLASTIC,OTHER COMPRESSION TYPE FITTING,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,METFIT,INCORRECT OPERATION,LEAKED THROUGH BODY
61067,2007,SC,"66 
",29218,8,3,4,PLASTIC,PLASTIC,PLASTIC,BOLTED,TAPPING TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,PERFECTION,INCORRECT OPERATION,LEAKED THROUGH SEAL
48268,2009,PA,"16 
",19122,8,3,4,STEEL,PLASTIC,CAST/WROUGHT IRON,BOLTED,SLEEVE,BELOWGROUND,OUTSIDE,MAIN-TO-MAIN,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",NATURAL FORCES,LEAKED THROUGH SEAL
51362,2008,NY,"21 
",10003,8,3,4,STEEL,CAST/WROUGHT IRON,PLASTIC,BOLTED,SLEEVE,BELOWGROUND,OUTSIDE,MAIN-TO-MAIN,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",CORROSION,LEAKED THROUGH SEAL
50941,2008,OH,"175 
",45202,8,3,4,PLASTIC,PLASTIC,PLASTIC,STAB,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,PERFECTION,NATURAL FORCES,PULLED OUT
53835,2008,IL,"259 
",60507,8,3,4,STEEL,PLASTIC,STEEL,OTHER COMPRESSION TYPE FITTING,ADAPTER,ABOVEGROUND,OUTSIDE,METER SET,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
44981,2009,MI,"302 
",49201,8,3,4,PLASTIC,STEEL,STEEL,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,NATURAL FORCES,LEAKED THROUGH SEAL
3823,2013,NY,"81 
",14649,8,3,4,PLASTIC,PLASTIC,PLASTIC,STAB,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,OTHER,MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
56049,2008,VA,"9 
",23464,8,3,4,PLASTIC,PLASTIC,PLASTIC,STAB,SERVICE OR MAIN TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
3001,2013,KY,"142 
",40202,8,3,4,COMBINATION PLASTIC AND STEEL,PLASTIC,STEEL,NUT FOLLOWER,RISER,BELOWGROUND,OUTSIDE,METER SET,PERFECTION,INCORRECT OPERATION,LEAKED THROUGH SEAL
24236,2012,WA,"578 
",99220,8,3,4,PLASTIC,PLASTIC,PLASTIC,STAB,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,CONTINENTAL (CONTINENTAL INDUSTRIES),MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
2963,2013,KY,"142 
",40202,8,3,4,COMBINATION PLASTIC AND STEEL,PLASTIC,STEEL,STAB,RISER,BELOWGROUND,OUTSIDE,METER SET,AMERICAN (AMERICAN METER; ELSTER AMERICAN METER),MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
2780,2013,MO,"160 
",63101,8,3,4,PLASTIC,PLASTIC,PLASTIC,BOLTED,TAPPING TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,CONTINENTAL (CONTINENTAL INDUSTRIES),MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH BODY
32250,2011,VA,"25 
",20080,8,3,4,BRASS,COPPER,COPPER,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
3636,2013,NY,"188 
",14221,8,3,4,PLASTIC,PLASTIC,PLASTIC,BOLTED,SERVICE OR MAIN TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,PERFECTION ,INCORRECT OPERATION,LEAKED THROUGH SEAL
57301,2007,NY,"21 
",10003,8,3,4,PLASTIC,COPPER,PLASTIC,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,DRESSER,OTHER,LEAKED THROUGH SEAL
653,2013,OH,"223 
",43215,8,3,4,STEEL,STEEL,PLASTIC,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,UNKNOWN,INCORRECT OPERATION,LEAKED THROUGH SEAL
17439,2012,MD,"25 
",20080,8,3,4,COMBINATION PLASTIC AND STEEL,PLASTIC,PLASTIC,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
39730,2010,PA,"16 
",19122,8,3,4,COMBINATION PLASTIC AND STEEL,PLASTIC,CAST/WROUGHT IRON,BOLTED,COUPLING,BELOWGROUND,OUTSIDE,MAIN-TO-MAIN,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",NATURAL FORCES,LEAKED THROUGH SEAL
37607,2010,TN,"99 
",38101,8,3,4,PLASTIC,PLASTIC,PLASTIC,STAB,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
12900,2012,LA,"177 
",75240,8,3,4,PLASTIC,PLASTIC,PLASTIC,BOLTED,COUPLING,BELOWGROUND,OUTSIDE,MAIN-TO-MAIN,CENTRAL PLASTICS (GEORG FISCHER CENTRAL PLASTICS; CENTRAL),EQUIPMENT,LEAKED THROUGH SEAL
